site,date,year,month,dayofmonth,dayofyr,coloniesperL,filbundperL,totalperL,totalperL_diff,log_gloeo,week,WindSp_ms_mean_ALL_InstFilterInstMax,WindSp_ms_mean_ALL_InstFilterAveMax,WindSp_ms_mean_ALL_AveFilterInstMax,WindSp_ms_mean_ALL_AveFilterAveMax,WindSp_ms_median_ALL_InstFilterInstMax,WindSp_ms_median_ALL_InstFilterAveMax,WindSp_ms_median_ALL_AveFilterInstMax,WindSp_ms_median_ALL_AveFilterAveMax,WindSp_ms_min_ALL_InstFilterInstMax,WindSp_ms_min_ALL_InstFilterAveMax,WindSp_ms_min_ALL_AveFilterInstMax,WindSp_ms_min_ALL_AveFilterAveMax,WindSp_ms_max_ALL_InstFilterInstMax,WindSp_ms_max_ALL_InstFilterAveMax,WindSp_ms_max_ALL_AveFilterInstMax,WindSp_ms_max_ALL_AveFilterAveMax,WindSp_ms_sd_ALL_InstFilterInstMax,WindSp_ms_sd_ALL_InstFilterAveMax,WindSp_ms_sd_ALL_AveFilterInstMax,WindSp_ms_sd_ALL_AveFilterAveMax,WindSp_ms_cv_ALL_InstFilterInstMax,WindSp_ms_cv_ALL_InstFilterAveMax,WindSp_ms_cv_ALL_AveFilterInstMax,WindSp_ms_cv_ALL_AveFilterAveMax,MaxWindSp_ms_max_ALL_InstFilterMax.x,MaxWindSp_ms_max_ALL_AveFilterMax,MaxWindSp_ms_max_ALL_InstFilterMax.y,sum_2,sum_3,sum_5,sum_7,sum_10,sum_14
Midge,2015-08-13,2015,8,13,225,0.261723349,0.120251269,0.381974618,0.198060913,-0.413891563,32,3.329763359,3.329763359,3.329763359,3.329763359,3.27,3.27,3.27,3.27,0.89,0.89,0.89,0.89,5.67,5.67,5.67,5.67,1.081225778,1.081225778,1.081225778,1.081225778,0.324715501,0.324715501,0.324715501,0.324715501,10,10,10,17.299999999999997,24.4,35.4,47.199999999999996,74.39999999999999,112.2
Midge,2015-08-20,2015,8,20,232,0.721507611,0.077809644,0.799317256,0.417342638,-0.095329208,33,3.565,3.565,3.565,3.565,3.285,3.285,3.285,3.285,1.28,1.28,1.28,1.28,6.12,6.12,6.12,6.12,1.427944842,1.427944842,1.427944842,1.427944842,0.400545538,0.400545538,0.400545538,0.400545538,8,8,8,14.499999999999998,21.8,33.4,50.4,74.8,97.60000000000001
Midge,2015-08-25,2015,8,25,237,0.565888323,0.099030457,0.664918779,-0.134398477,-0.174886389,34,0.728571429,0.728571429,0.728571429,0.728571429,0.74,0.74,0.74,0.74,0.3,0.3,0.3,0.3,1.15,1.15,1.15,1.15,0.276190066,0.276190066,0.276190066,0.276190066,0.379084404,0.379084404,0.379084404,0.379084404,7.5,7.5,7.5,13.499999999999998,30,40.1,54.6,73.5,107.80000000000001
Midge,2015-09-03,2015,9,3,246,0.884200504,0.063662436,0.94786294,0.282944161,-0.021608123,35,2.710944882,2.710944882,2.710944882,2.710944882,2.74,2.74,2.74,2.74,0.84,0.84,0.84,0.84,4.66,4.66,4.66,4.66,0.862917194,0.862917194,0.862917194,0.862917194,0.318308646,0.318308646,0.318308646,0.318308646,6.7,6.7,6.7,11.6,17.4,33.3,46.9,69.2,101.80000000000001
Midge,2015-09-10,2015,9,10,253,13.59546695,0.50929949,14.10476644,13.1569035,1.149476731,36,1.918493151,1.918493151,1.918493151,1.918493151,1.92,1.92,1.92,1.92,0.64,0.64,0.64,0.64,3.21,3.21,3.21,3.21,0.658849315,0.658849315,0.658849315,0.658849315,0.343420207,0.343420207,0.343420207,0.343420207,6.4,6.4,6.4,18.599999999999998,25.9,39.3,50.699999999999996,68.1,97.60000000000001
Midge,2015-09-17,2015,9,17,260,2.100860398,0,2.100860398,-12.00390604,0.323140758,37,2.47046875,2.47046875,2.47046875,2.47046875,2.62,2.62,2.62,2.62,0.66,0.66,0.66,0.66,3.98,3.98,3.98,3.98,0.926980416,0.926980416,0.926980416,0.926980416,0.375224506,0.375224506,0.375224506,0.375224506,5.7,5.7,5.7,11.6,20.6,38.2,50.2,76.1,100.9
Midge,2015-09-24,2015,9,24,267,0.77102284,0,0.77102284,-1.329837558,-0.110909702,38,3.421119403,3.421119403,3.421119403,3.421119403,3.205,3.205,3.205,3.205,0.81,0.81,0.81,0.81,6.49,6.49,6.49,6.49,1.42689139,1.42689139,1.42689139,1.42689139,0.417083189,0.417083189,0.417083189,0.417083189,8.1,8.1,8.1,14.599999999999998,18.9,33.6,46.4,67,96.60000000000001
Midge,2015-10-02,2015,10,2,275,0.381974618,0,0.381974618,-0.389048222,-0.413891563,39,4.366603774,4.366603774,4.366603774,4.366603774,4.17,4.17,4.17,4.17,3.2,3.2,3.2,3.2,6.43,6.43,6.43,6.43,0.688317188,0.688317188,0.688317188,0.688317188,0.157632161,0.157632161,0.157632161,0.157632161,7.5,7.5,7.5,17.099999999999998,29.7,44.4,53.9,72.89999999999999,98.9
Midge,2015-10-12,2015,10,12,285,0.063662436,0,0.063662436,-0.318312182,-1.172227408,41,0.618888889,0.618888889,0.618888889,0.618888889,0.53,0.53,0.53,0.53,0.21,0.21,0.21,0.21,1.66,1.66,1.66,1.66,0.294945284,0.294945284,0.294945284,0.294945284,0.476572271,0.476572271,0.476572271,0.476572271,3.2,3.2,3.2,6.999999999999998,10.899999999999999,24,40.2,59.4,96.9
Midge,2016-05-26,2016,5,26,147,0.063662436,0.03536802,0.099030457,0.03536802,-0.988723737,21,2.315135135,2.315135135,2.315135135,2.315135135,2.15,2.15,2.15,2.15,0.8,0.8,0.8,0.8,4.34,4.34,4.34,4.34,0.948969647,0.948969647,0.948969647,0.948969647,0.409898166,0.409898166,0.409898166,0.409898166,5.7,5.7,5.7,15.799999999999999,20.599999999999998,35.099999999999994,48.800000000000004,75.1,122.3
Midge,2016-06-03,2016,6,3,155,0.049515228,0.014147208,0.063662436,-0.03536802,-1.172227408,22,2.696451613,2.696451613,2.696451613,2.696451613,2.8,2.8,2.8,2.8,0.64,0.64,0.64,0.64,4.43,4.43,4.43,4.43,0.902557656,0.902557656,0.902557656,0.902557656,0.334720509,0.334720509,0.334720509,0.334720509,5.4,5.4,5.4,12.899999999999999,20.799999999999997,38.1,51.400000000000006,74.4,99.89999999999999
Midge,2016-06-16,2016,6,16,168,0.091956852,0.014147208,0.106104061,0.042441624,-0.959777296,24,2.444705882,2.444705882,2.444705882,2.444705882,2.47,2.47,2.47,2.47,0.53,0.53,0.53,0.53,4.73,4.73,4.73,4.73,1.096103941,1.096103941,1.096103941,1.096103941,0.448358205,0.448358205,0.448358205,0.448358205,6.4,6.4,6.4,16.5,27.799999999999997,52.099999999999994,69.10000000000001,105.1,134.29999999999998
Midge,2016-06-23,2016,6,23,175,1.117629437,0.488078678,1.605708116,1.499604055,0.206639202,25,2.41484375,2.41484375,2.41484375,2.41484375,2.35,2.35,2.35,2.35,0.8,0.8,0.8,0.8,4.54,4.54,4.54,4.54,0.865959924,0.865959924,0.865959924,0.865959924,0.358598739,0.358598739,0.358598739,0.358598739,6.8,6.8,6.8,16.6,26.9,44,58.00000000000001,85.8,127.1
Midge,2016-06-30,2016,6,30,182,2.603086284,0.919568524,3.522654809,1.916946693,0.547313691,26,2.802362205,2.802362205,2.802362205,2.802362205,2.8,2.8,2.8,2.8,0.8,0.8,0.8,0.8,5.17,5.17,5.17,5.17,0.965394447,0.965394447,0.965394447,0.965394447,0.344493102,0.344493102,0.344493102,0.344493102,9.7,9.7,9.7,18.299999999999997,28.199999999999996,42.5,52.5,79.4,110.5
Midge,2016-07-07,2016,7,7,189,0.212208121,0.091956852,0.304164973,-3.218489835,-0.511780809,27,3.139565217,3.139565217,3.139565217,3.139565217,2.8,2.8,2.8,2.8,0.71,0.71,0.71,0.71,6.96,6.96,6.96,6.96,1.521702032,1.521702032,1.521702032,1.521702032,0.484685594,0.484685594,0.484685594,0.484685594,7.7,7.7,7.7,13.7,20.799999999999997,37.1,59,87.2,111.49999999999999
Midge,2016-07-14,2016,7,14,196,5.347644649,3.515581204,8.863225854,8.55906088,0.947768179,28,4.394825175,4.394825175,4.394825175,4.394825175,4.41,4.41,4.41,4.41,0.74,0.74,0.74,0.74,7.46,7.46,7.46,7.46,1.527183661,1.527183661,1.527183661,1.527183661,0.347495884,0.347495884,0.347495884,0.347495884,9.3,9.3,9.3,19.4,25.299999999999997,38.5,50.1,70.9,109.1
Midge,2016-07-21,2016,7,21,203,2.914324862,0.728581215,3.642906077,-5.220319777,0.561876942,29,2.710942029,2.710942029,2.710942029,2.710942029,2.54,2.54,2.54,2.54,0.56,0.56,0.56,0.56,5.57,5.57,5.57,5.57,1.121514154,1.121514154,1.121514154,1.121514154,0.413699054,0.413699054,0.413699054,0.413699054,7.6,7.6,7.6,15.499999999999998,24.799999999999997,40.9,59,84.3,109.1
Midge,2016-07-27,2016,7,27,209,5.510337542,1.881578673,7.391916215,3.749010138,0.868968494,30,2.3484375,2.3484375,2.3484375,2.3484375,2.47,2.47,2.47,2.47,0.4,0.4,0.4,0.4,4.18,4.18,4.18,4.18,0.835297521,0.835297521,0.835297521,0.835297521,0.355682245,0.355682245,0.355682245,0.355682245,7.2,7.2,7.2,16.799999999999997,22.299999999999997,47.1,65.9,93.2,126.6
Midge,2016-08-04,2016,8,4,217,1.386426391,0.233428933,1.619855324,-5.772060891,0.210440342,31,1.934923077,1.934923077,1.934923077,1.934923077,1.945,1.945,1.945,1.945,0.61,0.61,0.61,0.61,3.6,3.6,3.6,3.6,0.632954492,0.632954492,0.632954492,0.632954492,0.327121269,0.327121269,0.327121269,0.327121269,4.4,4.4,4.4,8.899999999999999,12.799999999999997,28.4,42,65.5,107
Midge,2016-08-15,2016,8,15,228,3.451918768,0.654308373,4.106227141,2.486371818,0.613823556,33,2.857638889,2.857638889,2.857638889,2.857638889,2.72,2.72,2.72,2.72,0.74,0.74,0.74,0.74,5.96,5.96,5.96,5.96,1.14341348,1.14341348,1.14341348,1.14341348,0.400125252,0.400125252,0.400125252,0.400125252,7.1,7.1,7.1,15.499999999999998,22.2,42,53.900000000000006,83.6,103.69999999999999
Midge,2016-08-22,2016,8,22,235,0.537593907,0.042441624,0.580035531,-3.526191611,-0.233858277,34,4.779708029,4.779708029,4.779708029,4.779708029,4.85,4.85,4.85,4.85,1.71,1.71,1.71,1.71,8.94,8.94,8.94,8.94,1.73141728,1.73141728,1.73141728,1.73141728,0.362243315,0.362243315,0.362243315,0.362243315,10.9,10.9,10.9,21.2,28.599999999999998,42.5,63,85.2,116.89999999999999
Midge,2016-08-31,2016,8,31,244,1.987682733,0.198060913,2.185743646,1.605708116,0.340313935,35,3.098652482,3.098652482,3.098652482,3.098652482,3.24,3.24,3.24,3.24,0.6,0.6,0.6,0.6,5.03,5.03,5.03,5.03,1.042318309,1.042318309,1.042318309,1.042318309,0.33637793,0.33637793,0.33637793,0.33637793,7.5,7.5,7.5,13.6,24.699999999999996,35.8,58.5,82.3,113.89999999999999
Midge,2016-09-07,2016,9,7,251,0.466857866,0.084883248,0.551741115,-1.634002532,-0.255440172,36,2.234285714,2.234285714,2.234285714,2.234285714,2.57,2.57,2.57,2.57,0.65,0.65,0.65,0.65,2.88,2.88,2.88,2.88,0.822391982,0.822391982,0.822391982,0.822391982,0.368078253,0.368078253,0.368078253,0.368078253,5.1,5.1,5.1,18.2,24.299999999999997,33.599999999999994,52.2,76.89999999999999,110.69999999999999
Midge,2016-09-14,2016,9,14,258,1.358131974,0.084883248,1.443015223,0.891274108,0.160353031,37,4.169513889,4.169513889,4.169513889,4.169513889,3.925,3.925,3.925,3.925,1.16,1.16,1.16,1.16,8.8,8.8,8.8,8.8,1.892798768,1.892798768,1.892798768,1.892798768,0.453961497,0.453961497,0.453961497,0.453961497,10.9,10.9,10.9,18.9,24.8,41.199999999999996,54.900000000000006,79.2,107.1
Midge,2016-09-21,2016,9,21,265,0.954936545,0.091956852,1.046893397,-0.396121826,0.021393327,38,2.649930556,2.649930556,2.649930556,2.649930556,2.615,2.615,2.615,2.615,0.7,0.7,0.7,0.7,5.68,5.68,5.68,5.68,0.832449832,0.832449832,0.832449832,0.832449832,0.314140244,0.314140244,0.314140244,0.314140244,7.4,7.4,7.4,13.4,16.9,34.199999999999996,47.1,71.9,102
Midge,2016-09-28,2016,9,28,272,0.084883248,0.021220812,0.106104061,-0.940789336,-0.959777296,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,6.5,6.5,16.4,22.2,42.4,57.6,74.5,104.69999999999999
Midge,2016-10-05,2016,10,5,279,0.134398477,0,0.134398477,0.028294416,-0.860125707,40,1.330392157,1.330392157,1.330392157,1.330392157,1.2,1.2,1.2,1.2,0.46,0.46,0.46,0.46,2.92,2.92,2.92,2.92,0.554887235,0.554887235,0.554887235,0.554887235,0.417085467,0.417085467,0.417085467,0.417085467,3.5,3.5,3.5,9.4,13.999999999999998,24.999999999999996,39.1,61.3,96.69999999999999
